id,schedule_id,display_name,munic_id,name_aliases_id
ndnkng,eskm1e,aandenking,kpnng,
lcdl,eskm1e,alicedale,kpnng,
allep,eskm1e,allep,kpnng,
aqua,eskm1e,aqua,kpnng,
rbtrsfn,eskm1e,arbitersfontein,kpnng,
bknkp,eskm1e,bakenkop,kpnng,
brglngs,eskm1e,berglangs,kpnng,
brgpls,eskm1e,bergplaas-a,kpnng,
brgpnt,eskm1e,bergpunt-a,kpnng,
blbshk,eskm1e,blouboshoek,kpnng,
blydskp,eskm1e,blydskap-a,kpnng,
bschrnd,eskm1e,boschrand-a,kpnng,
chrlsvl,eskm1e,charlesville,kpnng,
cnstnt,eskm1e,constantia,kpnng,
deputa,eskm1e,de-put-a,kpnng,
dlfntn,eskm1e,deelfontein,kpnng,
donum,eskm1e,donum,kpnng,
dttsrs,eskm1e,du-toitsrus,kpnng,
nglskl,eskm1e,engelaskuil,kpnng,
fanida,eskm1e,fanida,kpnng,
frsmth,eskm1e,fauresmith,kpnng,
flrnc,eskm1e,florence,kpnng,
fntntj,eskm1e,fonteintjie-a,kpnng,
frtsg,eskm1e,fraaiuitsig,kpnng,
fryvll,eskm1e,frayville,kpnng,
glksfnt,eskm1e,geluksfontein-a,kpnng,
grpfntn,eskm1e,grapfontein,kpnng,
grnvl,eskm1e,groenvlei-a,kpnng,
grtprzf,eskm1e,groot-preezfontein,kpnng,
hrtbsfn,eskm1e,hartebeesfontein-a,kpnng,
hnnwrsk,eskm1e,heenenweerskop,kpnng,
hlpmkr,eskm1e,helpmekaar,kpnng,
hlstn,eskm1e,holstein,kpnng,
hnngvlt,eskm1e,honingvliet,kpnng,
hthlbrg,eskm1e,houthaalberg,kpnng,
htkpps,eskm1e,houtkoppies,kpnng,
ipopeng,eskm1e,ipopeng,kpnng,
ppngsp,eskm1e,ipopeng-sp,kpnng,
jgrsfnt,eskm1e,jagersfontein,kpnng,
klkfntn,eskm1e,kalkfontein,kpnng,
knnfntn,eskm1e,kanonfontein,kpnng,
krblt,eskm1e,kareebult,kpnng,
krfntn,eskm1e,kareefontein-a,kpnng,
kprsl,eskm1e,kiepersol,kpnng,
klrwtr,eskm1e,klaarwater,kpnng,
klndwrs,eskm1e,klein-dwarsvlei,kpnng,
kkskrl,eskm1e,kokskraal,kpnng,
kppsfnt,eskm1e,koppiesfontein,kpnng,
klfntn,eskm1e,kuilfontein-a,kpnng,
lfntn,eskm1e,leeufontein,kpnng,
lrvrsd,eskm1e,leeurivier-suid,kpnng,
lmnklf,eskm1e,lemoenkloof,kpnng,
lmnstr,eskm1e,leominster,kpnng,
lbnbrgs,eskm1e,liebenbergspan,kpnng,
lucerne,eskm1e,lucerne,kpnng,
lsthf,eskm1e,lusthof-a,kpnng,
lsthff,eskm1e,lusthoff,kpnng,
maraa,eskm1e,mara-a,kpnng,
merwede,eskm1e,merwede,kpnng,
metz,eskm1e,metz,kpnng,
mddlkrl,eskm1e,middelkraal,kpnng,
mddlvl,eskm1e,middelvlei,kpnng,
mimosa,eskm1e,mimosa,kpnng,
mttsg,eskm1e,mooituitsig,kpnng,
mvlkt,eskm1e,mooivlakte,kpnng,
ndhlpsd,eskm1e,noodhulpsdam,kpnng,
nrthdl,eskm1e,north-dale,kpnng,
olyf,eskm1e,olyf,kpnng,
nggnd,eskm1e,ongegund,kpnng,
nvrwcht,eskm1e,onverwacht,kpnng,
parys,eskm1e,parys,kpnng,
ptrysfn,eskm1e,patrysfontein,kpnng,
peilkop,eskm1e,peilkop,kpnng,
pella,eskm1e,pella,kpnng,
pltbrg,eskm1e,platberg,kpnng,
przfntn,eskm1e,preezfontein-noord,kpnng,
prspct,eskm1e,prospect,kpnng,
rddrsfn,eskm1e,reddersfontein,kpnng,
rtptsdm,eskm1e,rietputsdam,kpnng,
rooidam,eskm1e,rooidam,kpnng,
rotorua,eskm1e,rotorua,kpnng,
rgtvl,eskm1e,ruigtevlei-a,kpnng,
rstpnt,eskm1e,rustpunt,kpnng,
samar,eskm1e,samar,kpnng,
sndymnt,eskm1e,sandymount-park,kpnng,
sktmkr,eskm1e,skietmekaar,kpnng,
sknvlkt,eskm1e,skoonvlakte,kpnng,
sltlspr,eskm1e,sleutelspoort,kpnng,
srgvlt,eskm1e,sorgvliet,kpnng,
sptskp,eskm1e,spitskop,kpnng,
stnbkfn,eskm1e,steenbokfontein,kpnng,
stllrst,eskm1e,stillerust,kpnng,
snnysd,eskm1e,sunnyside,kpnng,
srfntn,eskm1e,suurfontein,kpnng,
swrtkpp,eskm1e,swartkoppies,kpnng,
tbslgt,eskm1e,taaiboslaagte,kpnng,
tlgrffn,eskm1e,telegraaffontein,kpnng,
tierpan,eskm1e,tierpan,kpnng,
ttspn,eskm1e,titiespan,kpnng,
twfntn,eskm1e,touwfontein,kpnng,
twsprng,eskm1e,tweesprong,kpnng,
tnhgsdr,eskm1e,uitenhagesdoorn,kpnng,
tspnkp,eskm1e,uitspankop,kpnng,
uitval,eskm1e,uitval,kpnng,
tvlskp,eskm1e,uitvalskop,kpnng,
vlbnk,eskm1e,vaalbank-a,kpnng,
vlshp,eskm1e,val's-hope,kpnng,
vrkfntn,eskm1e,varkfontein,kpnng,
vljnsdm,eskm1e,viljoensdam,kpnng,
vglfntn,eskm1e,vogelfontein-a,kpnng,
vredea,eskm1e,vrede-a,kpnng,
vrdvl,eskm1e,vredevlei,kpnng,
wtrbrn,eskm1e,waterbron-a,kpnng,
wlglgn,eskm1e,welgelegen-a,kpnng,
wlgmnd,eskm1e,welgemeend,kpnng,
welkom,eskm1e,welkom,kpnng,
werda,eskm1e,werda,kpnng,
whldn,eskm1e,wheeldon,kpnng,
whtbrn,eskm1e,whitbourne,kpnng,
wntrspr,eskm1e,winterspoort-a,kpnng,
rfntn,eskm1e,aarfontein,ltsmng,
bndrh,eskm1e,abendruhe,ltsmng,
brdn,eskm1e,aberdeen,ltsmng,
dmshp,eskm1e,adamshoop,ltsmng,
fvllngs,eskm1e,afvallingskop,ltsmng,
alex,eskm1e,alex,ltsmng,
lxndrst,eskm1e,alexandria-estate,ltsmng,
aloekop,eskm1e,aloekop,ltsmng,
mndldm,eskm1e,amandeldam,ltsmng,
nnsdl,eskm1e,annasdal,ltsmng,
rbdsgnt,eskm1e,arbeidsgenot,ltsmng,
rchrsbr,eskm1e,archersberg,ltsmng,
sbsdm,eskm1e,asbosdam,ltsmng,
ttsdm,eskm1e,attiesdam,ltsmng,
ttlbrgh,eskm1e,attleborough,ltsmng,
aurora,eskm1e,aurora,ltsmng,
vndsrst,eskm1e,avondsrust,ltsmng,
vnstr,eskm1e,avonster,ltsmng,
4sj-coe,eskm1e,bakenkop,ltsmng,
bknsrnt,eskm1e,bakensrant,ltsmng,
bnksdrf,eskm1e,banksdrift,ltsmng,
bnksfnt,eskm1e,banksfontein,ltsmng,
brndspn,eskm1e,barendspan,ltsmng,
begin,eskm1e,begin,ltsmng,
blgrv,eskm1e,belgravia,ltsmng,
bllv,eskm1e,bellevue,ltsmng,
belmont,eskm1e,belmont,ltsmng,
brgfntn,eskm1e,bergfontein,ltsmng,
3qg-1yy,eskm1e,bergpunt,ltsmng,
neh-ptb,eskm1e,bergrivier,ltsmng,
brgrvrn,eskm1e,bergrivier-noord,ltsmng,
berlyn,eskm1e,berlyn,ltsmng,
bssdm,eskm1e,bessiedam,ltsmng,
bstrspt,eskm1e,bestersput,ltsmng,
bzdnhts,eskm1e,bezuidenhoutskraal,ltsmng,
bsblt,eskm1e,biesiebult,ltsmng,
bimthal,eskm1e,bimthal,ltsmng,
bsmrck,eskm1e,bismarck,ltsmng,
blwhwl,eskm1e,blaauwheuwel,ltsmng,
blbnk,eskm1e,bloubank,ltsmng,
blbnkdr,eskm1e,bloubankdrif,ltsmng,
blbspn,eskm1e,bloubospan,ltsmng,
cfh-8ug,eskm1e,bloubospan-a,ltsmng,
blkpps,eskm1e,bloukoppies,ltsmng,
blkrns,eskm1e,bloukrans,ltsmng,
j2u-vie,eskm1e,blydskap,ltsmng,
bbbjnkr,eskm1e,bobbejaankrans,ltsmng,
brpls,eskm1e,boereplaas,ltsmng,
bsmnspt,eskm1e,boesmansput,ltsmng,
blknng,eskm1e,bolokanang,ltsmng,
blknngt,eskm1e,bolokanang-outlying,ltsmng,
bshffdm,eskm1e,boshoffdam,ltsmng,
bsjspn,eskm1e,bosjespan,ltsmng,
bssspn,eskm1e,bossiespan,ltsmng,
bthvll,eskm1e,bothaville,ltsmng,
bttrhk,eskm1e,botterhoek,ltsmng,
brakdam,eskm1e,brakdam,ltsmng,
brklgt,eskm1e,braklaagte,ltsmng,
brakpan,eskm1e,brakpan,ltsmng,
brkvl,eskm1e,brakvlei,ltsmng,
brndkp,eskm1e,brandkop,ltsmng,
brtsdm,eskm1e,britsdam,ltsmng,
brlfntn,eskm1e,brulfontein,ltsmng,
ctrct,eskm1e,cataract,ltsmng,
cheddar,eskm1e,cheddar,ltsmng,
chspk,eskm1e,chesapeake,ltsmng,
8pk-eu6,eskm1e,constantia,ltsmng,
cnstnz,eskm1e,constanza,ltsmng,
crsstll,eskm1e,crasstella,ltsmng,
cyprshk,eskm1e,cypreshoek,ltsmng,
dahlia,eskm1e,dahlia,ltsmng,
dmfntn,eskm1e,damfontein,ltsmng,
danera,eskm1e,danera,ltsmng,
dnkbr,eskm1e,dankbaar,ltsmng,
danzig,eskm1e,danzig,ltsmng,
dsssprt,eskm1e,dassiespoort,ltsmng,
dekalk,eskm1e,de-kalk,ltsmng,
dklwst,eskm1e,de-kiel-west,ltsmng,
dekroon,eskm1e,de-kroon,ltsmng,
depoort,eskm1e,de-poort,ltsmng,
vvo-qsv,eskm1e,de-put-a,ltsmng,
derus,eskm1e,de-rus,ltsmng,
derust,eskm1e,de-rust,ltsmng,
dvllrsh,eskm1e,de-villiershoop,ltsmng,
dewerf,eskm1e,de-werf,ltsmng,
deeldam,eskm1e,deeldam,ltsmng,
vj7-yeo,eskm1e,deelfontein,ltsmng,
deelpan,eskm1e,deelpan,ltsmng,
dlwrshp,eskm1e,delwershoop,ltsmng,
uzx-hpp,eskm1e,derust,ltsmng,
diamant,eskm1e,diamant,ltsmng,
diepan,eskm1e,die-pan,ltsmng,
dplt,eskm1e,die-plaat,ltsmng,
dpdr,eskm1e,diepdraai,ltsmng,
dpfntn,eskm1e,diepfontein,ltsmng,
drnhk,eskm1e,doornhoek,ltsmng,
fql-ifk,eskm1e,doornhoek-a,ltsmng,
drnkp,eskm1e,doornkop,ltsmng,
drnpn,eskm1e,doornpan,ltsmng,
drnplt,eskm1e,doornplaat,ltsmng,
drngtjs,eskm1e,doringtjies,ltsmng,
drbspn,eskm1e,draaibospan,ltsmng,
drhk,eskm1e,draaihoek,ltsmng,
drfntn,eskm1e,driefontein,ltsmng,
drkpps,eskm1e,driekoppies,ltsmng,
drpmp,eskm1e,driepomp,ltsmng,
drieput,eskm1e,drieput,ltsmng,
dundee,eskm1e,dundee,ltsmng,
drvll,eskm1e,duraville,ltsmng,
bnhsr,eskm1e,ebenhaeser,ltsmng,
bnhzr,eskm1e,ebenhaezer,ltsmng,
eden,eskm1e,eden,ltsmng,
ldrd,eskm1e,eldorado,ltsmng,
elkanen,eskm1e,elkanen,ltsmng,
mmnl,eskm1e,emmanuel,ltsmng,
nslsdl,eskm1e,enselsdal,ltsmng,
erfdeel,eskm1e,erfdeel,ltsmng,
sprns,eskm1e,esperansa,ltsmng,
sprnz,eskm1e,esperanza,ltsmng,
strhvn,eskm1e,esterhoven,ltsmng,
xclsr,eskm1e,excelsior,ltsmng,
fltjskr,eskm1e,fluitjieskraal,ltsmng,
2ip-ld2,eskm1e,fonteintjie,ltsmng,
frncshm,eskm1e,francishome,ltsmng,
frnshk,eskm1e,franshoek,ltsmng,
gnnhk,eskm1e,gannahoek,ltsmng,
gnnpt,eskm1e,gannaput,ltsmng,
ganspan,eskm1e,ganspan,ltsmng,
gnsvl,eskm1e,gansvlei,ltsmng,
grngkp,eskm1e,garingkop,ltsmng,
gedulda,eskm1e,geduld-a,ltsmng,
geluk,eskm1e,geluk,ltsmng,
gilboa,eskm1e,gilboa,ltsmng,
glndlch,eskm1e,glendaloch,ltsmng,
gdhp,eskm1e,goede-hoop-a,ltsmng,
qy6-b8b,eskm1e,goedehoop,ltsmng,
uzw-m94,eskm1e,good-hope,ltsmng,
graspan,eskm1e,graspan,ltsmng,
grsvlkt,eskm1e,grasvlakte,ltsmng,
grsvl,eskm1e,grasvlei,ltsmng,
grnspn,eskm1e,grenspan,ltsmng,
grnpnt,eskm1e,groenpunt,ltsmng,
grnvll,eskm1e,groenvallei,ltsmng,
grtfntn,eskm1e,grootfontein,ltsmng,
grtgwg,eskm1e,grootgewaag,ltsmng,
grtvl,eskm1e,grootvlei,ltsmng,
grsdm,eskm1e,gruisdam,ltsmng,
grsrnd,eskm1e,gruisrand,ltsmng,
gryskop,eskm1e,gryskop,ltsmng,
halfweg,eskm1e,halfweg,ltsmng,
hlwpn,eskm1e,halwepan,ltsmng,
qm7-mp4,eskm1e,hartbeesfontein,ltsmng,
hrtbspl,eskm1e,hartebeesplaat,ltsmng,
hrtbstp,eskm1e,hartebeestpan,ltsmng,
hebron,eskm1e,hebron,ltsmng,
hldrwtr,eskm1e,helderwater,ltsmng,
hnngbrg,eskm1e,heuningberg,ltsmng,
hgstdl,eskm1e,hoogste-ideaal,ltsmng,
hwtr,eskm1e,houwater,ltsmng,
hgsdm,eskm1e,hugosdam,ltsmng,
inkomst,eskm1e,inkomst,ltsmng,
jcbsdl,eskm1e,jacobsdal,ltsmng,
jcbsdlt,eskm1e,jacobsdal-outlying,ltsmng,
janee,eskm1e,janee,ltsmng,
jrmsfnt,eskm1e,jeremeesfontein,ltsmng,
jorina,eskm1e,jorina,ltsmng,
klbsdrf,eskm1e,kalbasdrif,ltsmng,
ot5-ypa,eskm1e,kalkfontein,ltsmng,
klkplt,eskm1e,kalkplaat,ltsmng,
kalkput,eskm1e,kalkput,ltsmng,
knnkp,eskm1e,kanonkop,ltsmng,
krpn,eskm1e,kareepan,ltsmng,
krprtj,eskm1e,kareepoortjie,ltsmng,
krrnd,eskm1e,kareerand,ltsmng,
ktdrnpn,eskm1e,katdoornpan,ltsmng,
klnntgd,eskm1e,klein-nooitgedacht,ltsmng,
klnbgn,eskm1e,kleinbegin,ltsmng,
klndm,eskm1e,kleindam,ltsmng,
klnfntn,eskm1e,kleinfontein,ltsmng,
klnjgrs,eskm1e,kleinjagersfontein,ltsmng,
klpdrf,eskm1e,klipdrif,ltsmng,
klpfntn,eskm1e,klipfontein,ltsmng,
klippan,eskm1e,klippan,ltsmng,
j26-i72,eskm1e,klokfontein,ltsmng,
kdsdrft,eskm1e,koedoesdrift,ltsmng,
kfffntn,eskm1e,koffiefontein,ltsmng,
xha-4yi,eskm1e,koffiefontein-sp,ltsmng,
kksfntn,eskm1e,koksfontein,ltsmng,
kmmtj,eskm1e,kommetjie,ltsmng,
kntrkt,eskm1e,kontrakt,ltsmng,
kopje,eskm1e,kopje,ltsmng,
kpplln,eskm1e,koppie-alleen,ltsmng,
kppsdm,eskm1e,koppiesdam,ltsmng,
kppskrl,eskm1e,koppieskraal,ltsmng,
kppsvl,eskm1e,koppiesvlei,ltsmng,
krfshk,eskm1e,korfshoek,ltsmng,
krtlgt,eskm1e,kortlaagte,ltsmng,
kospot,eskm1e,kospot,ltsmng,
krprt,eskm1e,kraaipoort,ltsmng,
krnshk,eskm1e,kranshoek,ltsmng,
krklf,eskm1e,krieklief,ltsmng,
krmmlnb,eskm1e,krommelenboog,ltsmng,
krnplts,eskm1e,kroonplaats,ltsmng,
krgrsdl,eskm1e,krugersdeel,ltsmng,
krgrsrs,eskm1e,krugersrus,ltsmng,
kuhmga,eskm1e,kuhmga,ltsmng,
lngdl,eskm1e,langdeel,ltsmng,
lnggng,eskm1e,langgenoeg,ltsmng,
lnghk,eskm1e,langhoek,ltsmng,
langpan,eskm1e,langpan,ltsmng,
leeukop,eskm1e,leeukop,ltsmng,
lkl,eskm1e,leeukuil,ltsmng,
leeupan,eskm1e,leeupan,ltsmng,
lgkrl,eskm1e,legkraal,ltsmng,
llshk,eskm1e,lelieshoek,ltsmng,
lmnhk,eskm1e,lemoenhoek,ltsmng,
lmnsprt,eskm1e,lemoenspruit,ltsmng,
lntls,eskm1e,lentelus,ltsmng,
lttltbc,eskm1e,little-outback,ltsmng,
loskop,eskm1e,loskop,ltsmng,
lhnr,eskm1e,louhanra,ltsmng,
lucern,eskm1e,lucern,ltsmng,
lckhff,eskm1e,luckhoff,ltsmng,
ldcksdm,eskm1e,ludicksdam,ltsmng,
lsrnvl,eskm1e,lusernvlei,ltsmng,
lushof,eskm1e,lushof,ltsmng,
mreson,eskm1e,m(reson,ltsmng,
mrester,eskm1e,m(rester,ltsmng,
mnhrkp,eskm1e,maanhaarkop,ltsmng,
mgrsfnt,eskm1e,magersfontein,ltsmng,
mareon,eskm1e,mareon,ltsmng,
mrkgrf,eskm1e,markgraaf,ltsmng,
maryna,eskm1e,maryna,ltsmng,
mathabo,eskm1e,mathabo,ltsmng,
myflts,eskm1e,mayflats,ltsmng,
myvll,eskm1e,mayville,ltsmng,
mlrsws,eskm1e,melrose-wes,ltsmng,
memo,eskm1e,memo,ltsmng,
mmrlvw,eskm1e,memorial-view,ltsmng,
merino,eskm1e,merino,ltsmng,
mddlblt,eskm1e,middelbult,ltsmng,
mddldm,eskm1e,middeldam,ltsmng,
mddlfnt,eskm1e,middelfontein,ltsmng,
y1c-67b,eskm1e,middelkraal,ltsmng,
mddlpnt,eskm1e,middelpunt,ltsmng,
mildura,eskm1e,mildura,ltsmng,
mnnrspn,eskm1e,minnaarspan,ltsmng,
mispa,eskm1e,mispa,ltsmng,
ply-h70,eskm1e,mooituitsig,ltsmng,
mrdnrsp,eskm1e,moordenaarspoort,ltsmng,
mrgnzn,eskm1e,morgenzon,ltsmng,
moseley,eskm1e,moseley,ltsmng,
mntdncn,eskm1e,mount-duncan,ltsmng,
nwprt,eskm1e,naauwpoort,ltsmng,
nllslgt,eskm1e,nellieslaagte,ltsmng,
nelsdam,eskm1e,nelsdam,ltsmng,
nwndlst,eskm1e,nieuw-andelst,ltsmng,
ntgdcht,eskm1e,nooitgedacht,ltsmng,
oberon,eskm1e,oberon,ltsmng,
oewer,eskm1e,oewer,ltsmng,
wrsnd,eskm1e,oewersand,ltsmng,
8fv-vix,eskm1e,onverwacht,ltsmng,
nvrwg,eskm1e,onverwag,ltsmng,
oorskot,eskm1e,oorskot,ltsmng,
pprmns,eskm1e,oppermans,ltsmng,
opstal,eskm1e,opstal,ltsmng,
orangia,eskm1e,orangia,ltsmng,
oranje,eskm1e,oranje,ltsmng,
oskop,eskm1e,oskop,ltsmng,
dgrsbnk,eskm1e,oude-gruisbank,ltsmng,
oukraal,eskm1e,oukraal,ltsmng,
oupos,eskm1e,oupos,ltsmng,
vrscht,eskm1e,overschot,ltsmng,
prddm,eskm1e,paardedam,ltsmng,
pdddm,eskm1e,paddadam,ltsmng,
plmtfnt,eskm1e,palmietfontein-a,ltsmng,
pnfntn,eskm1e,panfontein,ltsmng,
ppprhk,eskm1e,pepperhoek,ltsmng,
prdbrg,eskm1e,perdeberg,ltsmng,
ptrsbrg,eskm1e,petrusburg,ltsmng,
platkop,eskm1e,platkop,ltsmng,
prtj,eskm1e,poortjie,ltsmng,
pplrgrv,eskm1e,poplar-grove,ltsmng,
pplrdm,eskm1e,populierdam,ltsmng,
prths,eskm1e,preithos,ltsmng,
prsntpn,eskm1e,presentpan,ltsmng,
prtrsdm,eskm1e,pretorius-dam,ltsmng,
qrttt,eskm1e,quartette,ltsmng,
rtnng,eskm1e,ratanang,ltsmng,
myf-8mx,eskm1e,reddersfontein,ltsmng,
rlbhl,eskm1e,relebohile,ltsmng,
rtfsdl,eskm1e,retiefsdal,ltsmng,
rtfntn,eskm1e,rietfontein-a,ltsmng,
rtkl,eskm1e,rietkuil,ltsmng,
rietpan,eskm1e,rietpan,ltsmng,
rvrsd,eskm1e,riverside,ltsmng,
rvrlngs,eskm1e,rivierlangs,ltsmng,
roemryk,eskm1e,roemryk,ltsmng,
rndpns,eskm1e,rondepan-oos,ltsmng,
rdklkfn,eskm1e,roodekalkfontein,ltsmng,
rdpn,eskm1e,roodepan,ltsmng,
rdprt,eskm1e,roodepoort,ltsmng,
h0i-jp9,eskm1e,rooidam,ltsmng,
rkp,eskm1e,rooikop-a,ltsmng,
rrchshp,eskm1e,rorichshoop,ltsmng,
rssttnv,eskm1e,rossettenville,ltsmng,
rspls,eskm1e,rusplaas,ltsmng,
rstkh,eskm1e,rustikha,ltsmng,
rynsdl,eskm1e,ryansdale,ltsmng,
sabi,eskm1e,sabi,ltsmng,
sntlm,eskm1e,saint-elmo,ltsmng,
salobe,eskm1e,salobe,ltsmng,
sndkpp,eskm1e,sandkoppie,ltsmng,
sndrshg,eskm1e,saundershoogte,ltsmng,
schmnsr,eskm1e,schoemansrust,ltsmng,
schngzc,eskm1e,schoongezicht,ltsmng,
sldrysp,eskm1e,selderyspoort,ltsmng,
sndlngs,eskm1e,sendelingsfontein,ltsmng,
serona,eskm1e,serona,ltsmng,
swstrpn,eskm1e,sewesterpan,ltsmng,
shttrml,eskm1e,shottermill,ltsmng,
smndm,eskm1e,simondium,ltsmng,
sktpn,eskm1e,skietpan,ltsmng,
skngsg,eskm1e,skoongesig,ltsmng,
sklhk,eskm1e,skuilhoek,ltsmng,
sknshk,eskm1e,skuinshoek,ltsmng,
slgkrl,eskm1e,slagkraal,ltsmng,
smldl,eskm1e,smaldeel,ltsmng,
smtshf,eskm1e,smitshof,ltsmng,
smtskp,eskm1e,smitskop,ltsmng,
sndrdr,eskm1e,sonderdraai,ltsmng,
spsbn,eskm1e,spesbona,ltsmng,
sptsdm,eskm1e,spitsdam,ltsmng,
iim-l0x,eskm1e,spitskop,ltsmng,
sptzkp,eskm1e,spitzkop,ltsmng,
stnbkpt,eskm1e,steenbokput,ltsmng,
strkfnt,eskm1e,sterkfontein,ltsmng,
stllwnn,eskm1e,stillewoning,ltsmng,
stnkfnt,eskm1e,stinkfontein,ltsmng,
strydm,eskm1e,strydam-a,ltsmng,
surima,eskm1e,surima,ltsmng,
swrtfnt,eskm1e,swartfontein,ltsmng,
m9g-oi3,eskm1e,swartkoppies,ltsmng,
swrtrnd,eskm1e,swartrandsdam,ltsmng,
swtwtr,eskm1e,sweetwater,ltsmng,
tbsdm,eskm1e,taaibosdam,ltsmng,
tflbrgs,eskm1e,tafelbergsdam,ltsmng,
tssvll,eskm1e,teisesville,ltsmng,
p8w-kw2,eskm1e,telegraaffontein,ltsmng,
tevrede,eskm1e,tevrede,ltsmng,
tvrdnhd,eskm1e,tevredenheid,ltsmng,
thepark,eskm1e,the-park,ltsmng,
thrnskp,eskm1e,theronskop,ltsmng,
thrnbry,eskm1e,thornbury,ltsmng,
yam-p14,eskm1e,tierpan,ltsmng,
tpprry,eskm1e,tipperary,ltsmng,
toekoms,eskm1e,toekoms,ltsmng,
toeks,eskm1e,toeks,ltsmng,
tggkry,eskm1e,toggekry,ltsmng,
tonning,eskm1e,tonning,ltsmng,
twsstrs,eskm1e,twee-susters,ltsmng,
twlngpn,eskm1e,tweelingpan,ltsmng,
twstrm,eskm1e,tweestroom,ltsmng,
twyflhk,eskm1e,twyfelhoek,ltsmng,
uitkyk,eskm1e,uitkyk,ltsmng,
tsk,eskm1e,uitsoek-a,ltsmng,
tvlg,eskm1e,uitvlug-a,ltsmng,
vaalkop,eskm1e,vaalkop,ltsmng,
vaalpan,eskm1e,vaalpan,ltsmng,
vlsfntn,eskm1e,valsfontein,ltsmng,
vndrmrw,eskm1e,van-der-merwesdam,ltsmng,
vasval,eskm1e,vasval,ltsmng,
vega,eskm1e,vega,ltsmng,
vndtdrf,eskm1e,vendutiedrift,ltsmng,
vnstrsd,eskm1e,venstersdam,ltsmng,
vrgng,eskm1e,vergenoeg,ltsmng,
vrwgtng,eskm1e,verwagting,ltsmng,
vwr-120,eskm1e,viljoensdam,ltsmng,
vllr,eskm1e,villeria,ltsmng,
vllrs,eskm1e,villiers,ltsmng,
vispan,eskm1e,vispan,ltsmng,
vlpls,eskm1e,vleiplaas,ltsmng,
vtpdsdr,eskm1e,voetpadsdrif,ltsmng,
vghtsps,eskm1e,voights-post,ltsmng,
vrwrts,eskm1e,voorwaarts,ltsmng,
vstrfnt,eskm1e,vosterfontein,ltsmng,
waagkop,eskm1e,waagkop,ltsmng,
wsnd,eskm1e,waaisand,ltsmng,
wgnmkrs,eskm1e,wagenmakersdrift,ltsmng,
wgnbtj,eskm1e,wag-'n-bietjie,ltsmng,
wanda,eskm1e,wanda,ltsmng,
wpdsdm,eskm1e,wapadsdam,ltsmng,
45g-o8u,eskm1e,waterberg,ltsmng,
wtrhk,eskm1e,waterhoek,ltsmng,
wtrpt,eskm1e,waterput,ltsmng,
wtrvlws,eskm1e,waterval-west,ltsmng,
waverin,eskm1e,waverin,ltsmng,
weenen,eskm1e,weenen,ltsmng,
zmw-fp3,eskm1e,welgelegen,ltsmng,
wltvrd,eskm1e,weltevrede,ltsmng,
wltvrdn,eskm1e,weltevreden,ltsmng,
wlvrdn,eskm1e,welverdien,ltsmng,
wlvrdnd,eskm1e,welverdiend,ltsmng,
weshoek,eskm1e,weshoek,ltsmng,
wldspls,eskm1e,wildsplaas,ltsmng,
wlgrdr,eskm1e,wilgerdraai,ltsmng,
wlhlmsh,eskm1e,wilhelmsh÷he,ltsmng,
wilmina,eskm1e,wilmina,ltsmng,
wnklhk,eskm1e,winkelhaak-a,ltsmng,
wntrdr,eskm1e,winterdraai,ltsmng,
wntrshk,eskm1e,wintershoek,ltsmng,
ai0-hwk,eskm1e,winterspoort-a,ltsmng,
witdam,eskm1e,witdam,ltsmng,
wtfntn,eskm1e,witfontein-a,ltsmng,
witpan,eskm1e,witpan,ltsmng,
wlwblt,eskm1e,wolwebult,ltsmng,
wlwkrl,eskm1e,wolwekraal,ltsmng,
wlwlgt,eskm1e,wolweleegte,ltsmng,
wlwplt,eskm1e,wolweplaat,ltsmng,
wlwrnd,eskm1e,wolwerand,ltsmng,
wdlnds,eskm1e,woodlands,ltsmng,
ztpnsdr,eskm1e,zoutpansdrift,ltsmng,
rwa-i2d,eskm1e,bloubospan-a,mngng,
lwi-nr0,eskm1e,jacobsdal,mtjhbng,
afguns,eskm1e,afguns,tklg,
202-4ml,eskm1e,amandeldam,tklg,
bchrlrs,eskm1e,bacherlor's-hall,tklg,
lhd-110,eskm1e,banksdrift,tklg,
bri-um5,eskm1e,banksfontein,tklg,
68b-w0u,eskm1e,belgravia,tklg,
bsvrkfn,eskm1e,bosvarkfontein,tklg,
e2l-wvy,eskm1e,cheddar,tklg,
crnwll,eskm1e,cornwall,tklg,
eskol,eskm1e,eskol,tklg,
frdnnds,eskm1e,ferdinandskraal,tklg,
7f8-add,eskm1e,goede-hoop-a,tklg,
m1g-be1,eskm1e,graspan,tklg,
es0-zn2,eskm1e,houwater,tklg,
ywf-tfr,eskm1e,koedoesdrift,tklg,
krlkp,eskm1e,kraalkop,tklg,
oeb-i76,eskm1e,lemoenhoek,tklg,
ywv-bqm,eskm1e,maryna,tklg,
pndmsfn,eskm1e,pandamsfontein,tklg,
33h-9ug,eskm1e,poplar-grove,tklg,
ehf-9uc,eskm1e,ryansdale,tklg,
dky-tse,eskm1e,slagkraal,tklg,
bxv-dno,eskm1e,toeks,tklg,
0af-tm9,eskm1e,vendutiedrift,tklg,
ki9-lxv,eskm1e,vleiplaas,tklg,
vryheid,eskm1e,vryheid,tklg,
enz-m0a,eskm1e,weltevreden,tklg,
hkh-565,eskm1e,winterdraai,tklg,
b10-3ok,eskm1e,wolwekraal,tklg,
