day_of_week,start_time,finsh_time,stage
1,08:00,10:30,1
1,08:00,10:30,2
1,08:00,10:30,3
1,08:00,10:30,4
1,08:00,10:30,5
1,08:00,10:30,6
1,08:00,10:30,7
1,08:00,10:30,8
1,20:00,22:30,1
1,20:00,22:30,2
1,20:00,22:30,3
1,20:00,22:30,4
1,20:00,22:30,5
1,20:00,22:30,6
1,20:00,22:30,7
1,20:00,22:30,8
2,06:00,08:30,1
2,06:00,08:30,2
2,06:00,08:30,3
2,06:00,08:30,4
2,06:00,08:30,5
2,06:00,08:30,6
2,06:00,08:30,7
2,06:00,08:30,8
2,18:00,20:30,1
2,18:00,20:30,2
2,18:00,20:30,3
2,18:00,20:30,4
2,18:00,20:30,5
2,18:00,20:30,6
2,18:00,20:30,7
2,18:00,20:30,8
3,04:00,06:30,1
3,04:00,06:30,2
3,04:00,06:30,3
3,04:00,06:30,4
3,04:00,06:30,5
3,04:00,06:30,6
3,04:00,06:30,7
3,04:00,06:30,8
3,16:00,18:30,1
3,16:00,18:30,2
3,16:00,18:30,3
3,16:00,18:30,4
3,16:00,18:30,5
3,16:00,18:30,6
3,16:00,18:30,7
3,16:00,18:30,8
4,02:00,04:30,1
4,02:00,04:30,2
4,02:00,04:30,3
4,02:00,04:30,4
4,02:00,04:30,5
4,02:00,04:30,6
4,02:00,04:30,7
4,02:00,04:30,8
4,14:00,16:30,1
4,14:00,16:30,2
4,14:00,16:30,3
4,14:00,16:30,4
4,14:00,16:30,5
4,14:00,16:30,6
4,14:00,16:30,7
4,14:00,16:30,8
5,00:00,02:30,1
5,00:00,02:30,2
5,00:00,02:30,3
5,00:00,02:30,4
5,00:00,02:30,5
5,00:00,02:30,6
5,00:00,02:30,7
5,00:00,02:30,8
5,12:00,14:30,1
5,12:00,14:30,2
5,12:00,14:30,3
5,12:00,14:30,4
5,12:00,14:30,5
5,12:00,14:30,6
5,12:00,14:30,7
5,12:00,14:30,8
6,10:00,12:30,1
6,10:00,12:30,2
6,10:00,12:30,3
6,10:00,12:30,4
6,10:00,12:30,5
6,10:00,12:30,6
6,10:00,12:30,7
6,10:00,12:30,8
6,22:00,00:30,1
6,22:00,00:30,2
6,22:00,00:30,3
6,22:00,00:30,4
6,22:00,00:30,5
6,22:00,00:30,6
6,22:00,00:30,7
6,22:00,00:30,8
7,08:00,10:30,1
7,08:00,10:30,2
7,08:00,10:30,3
7,08:00,10:30,4
7,08:00,10:30,5
7,08:00,10:30,6
7,08:00,10:30,7
7,08:00,10:30,8
7,20:00,22:30,1
7,20:00,22:30,2
7,20:00,22:30,3
7,20:00,22:30,4
7,20:00,22:30,5
7,20:00,22:30,6
7,20:00,22:30,7
7,20:00,22:30,8
