day_of_week,start_time,finsh_time,stage
1,08:00,12:00,7
1,08:00,12:00,8
1,12:00,16:00,5
1,12:00,16:00,6
1,12:00,16:00,7
1,12:00,16:00,8
2,00:00,04:00,3
2,00:00,04:00,4
2,00:00,04:00,5
2,00:00,04:00,6
2,00:00,04:00,7
2,00:00,04:00,8
2,08:00,12:00,2
2,08:00,12:00,3
2,08:00,12:00,4
2,08:00,12:00,5
2,08:00,12:00,6
2,08:00,12:00,7
2,08:00,12:00,8
3,00:00,04:00,2
3,00:00,04:00,3
3,00:00,04:00,4
3,00:00,04:00,5
3,00:00,04:00,6
3,00:00,04:00,7
3,00:00,04:00,8
3,08:00,12:00,8
3,20:00,00:00,1
3,20:00,00:00,2
3,20:00,00:00,3
3,20:00,00:00,4
3,20:00,00:00,5
3,20:00,00:00,6
3,20:00,00:00,7
3,20:00,00:00,8
4,12:00,16:00,2
4,12:00,16:00,3
4,12:00,16:00,4
4,12:00,16:00,5
4,12:00,16:00,6
4,12:00,16:00,7
4,12:00,16:00,8
4,20:00,00:00,3
4,20:00,00:00,7
4,20:00,00:00,8
5,00:00,04:00,7
5,00:00,04:00,8
5,08:00,12:00,2
5,08:00,12:00,3
5,08:00,12:00,6
5,08:00,12:00,7
5,08:00,12:00,8
6,04:00,08:00,6
6,04:00,08:00,7
6,04:00,08:00,8
7,00:00,04:00,2
7,00:00,04:00,3
7,00:00,04:00,5
7,00:00,04:00,6
7,00:00,04:00,7
7,00:00,04:00,8
7,04:00,08:00,7
7,04:00,08:00,8
7,12:00,16:00,2
7,12:00,16:00,3
7,12:00,16:00,4
7,12:00,16:00,5
7,12:00,16:00,6
7,12:00,16:00,7
7,12:00,16:00,8
7,20:00,00:00,5
7,20:00,00:00,6
7,20:00,00:00,7
7,20:00,00:00,8
