day_of_week,start_time,finsh_time,stage
1,00:00,04:00,1
1,00:00,04:00,2
1,00:00,04:00,3
1,00:00,04:00,5
1,00:00,04:00,6
1,00:00,04:00,7
1,00:00,04:00,8
1,16:00,20:00,3
1,16:00,20:00,7
1,16:00,20:00,8
2,12:00,16:00,5
2,12:00,16:00,6
2,12:00,16:00,7
2,20:00,00:00,6
2,20:00,00:00,7
3,16:00,20:00,6
3,16:00,20:00,7
4,04:00,08:00,1
4,04:00,08:00,2
4,04:00,08:00,3
4,04:00,08:00,4
4,04:00,08:00,5
4,04:00,08:00,6
4,04:00,08:00,7
4,04:00,08:00,7
4,04:00,08:00,8
6,12:00,16:00,7
6,20:00,00:00,7
6,20:00,00:00,8
7,16:00,20:00,7
