day_of_week,start_time,finsh_time,stage
1,10:00,12:00,4
1,10:00,12:00,5
1,10:00,12:00,6
1,10:00,12:00,7
1,10:00,12:00,8
2,04:00,06:00,4
2,04:00,06:00,5
2,04:00,06:00,6
2,04:00,06:00,7
2,04:00,06:00,8
2,12:00,14:00,5
2,12:00,14:00,6
2,12:00,14:00,7
2,12:00,14:00,8
3,00:00,02:00,5
3,00:00,02:00,6
3,00:00,02:00,7
3,00:00,02:00,8
3,16:00,18:00,4
3,16:00,18:00,5
3,16:00,18:00,6
3,16:00,18:00,7
3,16:00,18:00,8
4,08:00,10:00,5
4,08:00,10:00,6
4,08:00,10:00,7
4,08:00,10:00,8
5,06:00,08:00,4
5,06:00,08:00,5
5,06:00,08:00,6
5,06:00,08:00,7
5,06:00,08:00,8
5,22:00,00:00,5
5,22:00,00:00,6
5,22:00,00:00,7
5,22:00,00:00,8
6,20:00,22:00,5
6,20:00,22:00,6
6,20:00,22:00,7
6,20:00,22:00,8
7,14:00,16:00,4
7,14:00,16:00,5
7,14:00,16:00,6
7,14:00,16:00,7
7,14:00,16:00,8
