day_of_week,start_time,finsh_time,stage
1,12:00,14:30,1
1,12:00,14:30,2
1,12:00,14:30,3
1,12:00,14:30,4
1,12:00,14:30,5
1,12:00,14:30,6
1,12:00,14:30,7
1,12:00,14:30,8
1,00:00,02:30,1
1,00:00,02:30,2
1,00:00,02:30,3
1,00:00,02:30,4
1,00:00,02:30,5
1,00:00,02:30,6
1,00:00,02:30,7
1,00:00,02:30,8
2,10:00,12:30,1
2,10:00,12:30,2
2,10:00,12:30,3
2,10:00,12:30,4
2,10:00,12:30,5
2,10:00,12:30,6
2,10:00,12:30,7
2,10:00,12:30,8
2,22:00,00:30,1
2,22:00,00:30,2
2,22:00,00:30,3
2,22:00,00:30,4
2,22:00,00:30,5
2,22:00,00:30,6
2,22:00,00:30,7
2,22:00,00:30,8
3,08:00,10:30,1
3,08:00,10:30,2
3,08:00,10:30,3
3,08:00,10:30,4
3,08:00,10:30,5
3,08:00,10:30,6
3,08:00,10:30,7
3,08:00,10:30,8
3,20:00,22:30,1
3,20:00,22:30,2
3,20:00,22:30,3
3,20:00,22:30,4
3,20:00,22:30,5
3,20:00,22:30,6
3,20:00,22:30,7
3,20:00,22:30,8
4,06:00,08:30,1
4,06:00,08:30,2
4,06:00,08:30,3
4,06:00,08:30,4
4,06:00,08:30,5
4,06:00,08:30,6
4,06:00,08:30,7
4,06:00,08:30,8
4,18:00,20:30,1
4,18:00,20:30,2
4,18:00,20:30,3
4,18:00,20:30,4
4,18:00,20:30,5
4,18:00,20:30,6
4,18:00,20:30,7
4,18:00,20:30,8
5,04:00,08:30,1
5,04:00,08:30,2
5,04:00,08:30,3
5,04:00,08:30,4
5,04:00,08:30,5
5,04:00,08:30,6
5,04:00,08:30,7
5,04:00,08:30,8
5,16:00,18:30,1
5,16:00,18:30,2
5,16:00,18:30,3
5,16:00,18:30,4
5,16:00,18:30,5
5,16:00,18:30,6
5,16:00,18:30,7
5,16:00,18:30,8
6,02:00,04:30,1
6,02:00,04:30,2
6,02:00,04:30,3
6,02:00,04:30,4
6,02:00,04:30,5
6,02:00,04:30,6
6,02:00,04:30,7
6,02:00,04:30,8
6,14:00,16:30,1
6,14:00,16:30,2
6,14:00,16:30,3
6,14:00,16:30,4
6,14:00,16:30,5
6,14:00,16:30,6
6,14:00,16:30,7
6,14:00,16:30,8
7,00:00,02:30,1
7,00:00,02:30,2
7,00:00,02:30,3
7,00:00,02:30,4
7,00:00,02:30,5
7,00:00,02:30,6
7,00:00,02:30,7
7,00:00,02:30,8
7,12:00,14:30,1
7,12:00,14:30,2
7,12:00,14:30,3
7,12:00,14:30,4
7,12:00,14:30,5
7,12:00,14:30,6
7,12:00,14:30,7
7,12:00,14:30,8
