day_of_week,start_time,finsh_time,stage
1,10:00,12:30,1
1,10:00,12:30,2
1,10:00,12:30,3
1,10:00,12:30,4
1,10:00,12:30,5
1,10:00,12:30,6
1,10:00,12:30,7
1,10:00,12:30,8
1,22:00,00:30,1
1,22:00,00:30,2
1,22:00,00:30,3
1,22:00,00:30,4
1,22:00,00:30,5
1,22:00,00:30,6
1,22:00,00:30,7
1,22:00,00:30,8
2,08:00,10:30,1
2,08:00,10:30,2
2,08:00,10:30,3
2,08:00,10:30,4
2,08:00,10:30,5
2,08:00,10:30,6
2,08:00,10:30,7
2,08:00,10:30,8
2,20:00,22:30,1
2,20:00,22:30,2
2,20:00,22:30,3
2,20:00,22:30,4
2,20:00,22:30,5
2,20:00,22:30,6
2,20:00,22:30,7
2,20:00,22:30,8
3,06:00,10:30,1
3,06:00,10:30,2
3,06:00,10:30,3
3,06:00,10:30,4
3,06:00,10:30,5
3,06:00,10:30,6
3,06:00,10:30,7
3,06:00,10:30,8
3,18:00,20:30,1
3,18:00,20:30,2
3,18:00,20:30,3
3,18:00,20:30,4
3,18:00,20:30,5
3,18:00,20:30,6
3,18:00,20:30,7
3,18:00,20:30,8
4,04:00,06:30,1
4,04:00,06:30,2
4,04:00,06:30,3
4,04:00,06:30,4
4,04:00,06:30,5
4,04:00,06:30,6
4,04:00,06:30,7
4,04:00,06:30,8
4,16:00,18:30,1
4,16:00,18:30,2
4,16:00,18:30,3
4,16:00,18:30,4
4,16:00,18:30,5
4,16:00,18:30,6
4,16:00,18:30,7
4,16:00,18:30,8
5,02:00,04:30,1
5,02:00,04:30,2
5,02:00,04:30,3
5,02:00,04:30,4
5,02:00,04:30,5
5,02:00,04:30,6
5,02:00,04:30,7
5,02:00,04:30,8
5,14:00,16:30,1
5,14:00,16:30,2
5,14:00,16:30,3
5,14:00,16:30,4
5,14:00,16:30,5
5,14:00,16:30,6
5,14:00,16:30,7
5,14:00,16:30,8
6,12:00,14:30,1
6,12:00,14:30,2
6,12:00,14:30,3
6,12:00,14:30,4
6,12:00,14:30,5
6,12:00,14:30,6
6,12:00,14:30,7
6,12:00,14:30,8
6,00:00,02:30,1
6,00:00,02:30,2
6,00:00,02:30,3
6,00:00,02:30,4
6,00:00,02:30,5
6,00:00,02:30,6
6,00:00,02:30,7
6,00:00,02:30,8
7,10:00,12:30,1
7,10:00,12:30,2
7,10:00,12:30,3
7,10:00,12:30,4
7,10:00,12:30,5
7,10:00,12:30,6
7,10:00,12:30,7
7,10:00,12:30,8
7,22:00,00:30,1
7,22:00,00:30,2
7,22:00,00:30,3
7,22:00,00:30,4
7,22:00,00:30,5
7,22:00,00:30,6
7,22:00,00:30,7
7,22:00,00:30,8
