day_of_week,start_time,finsh_time,stage
1,04:00,08:00,2
1,04:00,08:00,3
1,08:00,12:00,7
1,08:00,12:00,8
1,20:00,00:00,4
1,20:00,00:00,5
1,20:00,00:00,6
1,20:00,00:00,7
1,20:00,00:00,8
2,16:00,20:00,1
2,16:00,20:00,2
2,16:00,20:00,3
2,16:00,20:00,4
2,16:00,20:00,5
2,16:00,20:00,6
2,16:00,20:00,7
2,16:00,20:00,8
3,00:00,04:00,3
3,00:00,04:00,4
3,00:00,04:00,5
3,00:00,04:00,6
3,00:00,04:00,7
3,00:00,04:00,8
3,04:00,08:00,3
3,04:00,08:00,4
3,04:00,08:00,5
3,04:00,08:00,6
3,04:00,08:00,7
3,04:00,08:00,8
3,12:00,16:00,5
3,12:00,16:00,6
3,12:00,16:00,7
3,12:00,16:00,8
4,00:00,04:00,2
4,00:00,04:00,3
4,00:00,04:00,4
4,00:00,04:00,5
4,00:00,04:00,6
4,00:00,04:00,7
4,00:00,04:00,8
4,12:00,16:00,2
4,12:00,16:00,3
4,12:00,16:00,4
4,12:00,16:00,5
4,12:00,16:00,6
4,12:00,16:00,7
4,12:00,16:00,8
5,00:00,04:00,2
5,00:00,04:00,3
5,00:00,04:00,4
5,00:00,04:00,5
5,00:00,04:00,6
5,00:00,04:00,7
5,00:00,04:00,8
5,04:00,08:00,3
5,04:00,08:00,4
5,12:00,16:00,6
5,12:00,16:00,7
5,12:00,16:00,8
5,20:00,00:00,4
6,04:00,08:00,7
6,04:00,08:00,8
6,08:00,12:00,5
6,08:00,12:00,6
6,08:00,12:00,7
6,08:00,12:00,8
6,16:00,20:00,1
6,16:00,20:00,2
6,16:00,20:00,3
6,16:00,20:00,4
6,16:00,20:00,8
